id	count	name	formula
MEN	39	N-METHYL ASPARAGINE	C5 H10 N2 O3
IVA	39	ISOVALERIC ACID	C5 H10 O2
SMC	39	S-METHYLCYSTEINE	C4 H9 N O2 S
DAN	39	2-DEOXY-2,3-DEHYDRO-N-ACETYL-NEURAMINIC ACID	C11 H17 N O8
SAL	39	2-HYDROXYBENZOIC ACID	C7 H6 O3
KAI	39	3-(CARBOXYMETHYL)-4-ISOPROPENYLPROLINE	C10 H15 N O4
RB	38	RUBIDIUM ION	Rb 1
FRU	38	FRUCTOSE	C6 H12 O6
MIA	38	2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE	C16 H26 N5 O7 P S
MYA	38	TETRADECANOYL-COA	C35 H62 N7 O17 P3 S
DTU	38	(2R,3S)-1,4-DIMERCAPTOBUTANE-2,3-DIOL	C4 H10 O2 S2
MA4	38	CYCLOHEXYL-HEXYL-BETA-D-MALTOSIDE	C24 H44 O11
DDG	38	2',3'-DIDEOXY-GUANOSINE-5'-MONOPHOSPHATE	C10 H14 N5 O6 P
FGA	37	GAMMA-D-GLUTAMIC ACID	C5 H9 N O4
GTX	37	S-HEXYLGLUTATHIONE	C16 H30 N3 O6 S 1
ETA	37	ETHANOLAMINE	C2 H7 N O
URA	37	URACIL	C4 H4 N2 O2
F	37	FLUORIDE ION	F -1
FUM	37	FUMARIC ACID	C4 H4 O4
ARS	37	ARSENIC	AS
TRQ	37	2-AMINO-3-(6,7-DIOXO-6,7-DIHYDRO-1H-INDOL-3-YL)-PROPIONIC ACID	C11 H10 N2 O4
PG0	37	2-(2-METHOXYETHOXY)ETHANOL	C5 H12 O3
GHP	37	(2R)-AMINO(4-HYDROXYPHENYL)ETHANOIC ACID	C8 H9 N O3
GUN	36	GUANINE	C5 H5 N5 O
MTA	36	5'-DEOXY-5'-METHYLTHIOADENOSINE	C11 H15 N5 O3 S
CO2	36	CARBON DIOXIDE	C O2
HAS	36	HEME-AS	C54 H64 FE N4 O6
STA	36	STATINE	C8 H17 N O3
BAL	36	BETA-ALANINE	C3 H7 N O2
0TD	36	(3S)-3-(methylsulfanyl)-L-aspartic acid	C5 H9 N O4 S
YT3	36	YTTRIUM (III) ION	Y 3
CLR	36	CHOLESTEROL	C27 H46 O
BU3	36	(R,R)-2,3-BUTANEDIOL	C4 H10 O2
SM	35	SAMARIUM (III) ION	SM 3
GD	35	GADOLINIUM ATOM	GD
6MZ	35	N6-METHYLADENOSINE-5'-MONOPHOSPHATE	C11 H16 N5 O7 P
SPD	34	SPERMIDINE	C7 H19 N3
A23	34	ADENOSINE-5'-PHOSPHATE-2',3'-CYCLIC PHOSPHATE	C10 H13 N5 O9 P2
THM	34	THYMIDINE	C10 H14 N2 O5
SEC	34	SELENOCYSTEINE	C3 H7 N O2 SE
MGD	34	2-AMINO-5,6-DIMERCAPTO-7-METHYL-3,7,8A,9-TETRAHYDRO-8-OXA-1,3,9,10-TETRAAZA-ANTHRACEN-4-ONE GUANOSINE DINUCLEOTIDE	C20 H26 N10 O13 P2 S2
DPO	34	DIPHOSPHATE	O7 P2 -4
PGV	34	(1R)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PALMITOYLOXY)METHYL]ETHYL (11E)-OCTADEC-11-ENOATE	C40 H77 O10 P
7PE	34	2-(2-(2-(2-(2-(2-ETHOXYETHOXY)ETHOXY)ETHOXY)ETHOXY)ETHOXY)ETHANOL	C14 H30 O7
ICT	33	ISOCITRIC ACID	C6 H8 O7
DLY	33	D-LYSINE	C6 H14 N2 O2
PEE	33	1,2-DIOLEOYL-SN-GLYCERO-3-PHOSPHOETHANOLAMINE	C41 H83 N O8 P 1
NCA	33	NICOTINAMIDE	C6 H6 N2 O
CRQ	33	[2-(3-CARBAMOYL-1-IMINO-PROPYL)-4-(4-HYDROXY-BENZYLIDENE)-5-OXO-4,5-DIHYDRO-IMIDAZOL-1-YL]-ACETIC ACID	C16 H16 N4 O5
LHG	33	1,2-DIPALMITOYL-PHOSPHATIDYL-GLYCEROLE	C38 H75 O10 P
SKM	33	(3R,4S,5R)-3,4,5-TRIHYDROXYCYCLOHEX-1-ENE-1-CARBOXYLIC ACID	C7 H10 O5
A2M	32	2'-O-METHYLADENOSINE 5'-(DIHYDROGEN PHOSPHATE)	C11 H16 N5 O7 P
ACN	32	ACETONE	C3 H6 O
13P	32	1,3-DIHYDROXYACETONEPHOSPHATE	C3 H7 O6 P
CB3	32	10-PROPARGYL-5,8-DIDEAZAFOLIC ACID	C24 H23 N5 O6
ALC	32	2-AMINO-3-CYCLOHEXYL-PROPIONIC ACID	C9 H17 N O2
SGM	32	MONOTHIOGLYCEROL	C3 H8 O2 S
3FG	32	(2S)-AMINO(3,5-DIHYDROXYPHENYL)ETHANOIC ACID	C8 H9 N O4
5IU	31	5-IODO-2'-DEOXYURIDINE-5'-MONOPHOSPHATE	C9 H12 I N2 O8 P
ACR	31	ALPHA-ACARBOSE	C25 H43 N O18
1MG	31	1N-METHYLGUANOSINE-5'-MONOPHOSPHATE	C11 H16 N5 O8 P
G6P	31	ALPHA-D-GLUCOSE-6-PHOSPHATE	C6 H13 O9 P
RBF	31	RIBOFLAVIN	C17 H20 N4 O6
LI1	31	1-[2,6,10.14-TETRAMETHYL-HEXADECAN-16-YL]-2-[2,10,14-TRIMETHYLHEXADECAN-16-YL]GLYCEROL	C42 H86 O3
REA	31	RETINOIC ACID	C20 H28 O2
PO3	31	PHOSPHITE ION	O3 P -3
HDD	31	CIS-HEME D HYDROXYCHLORIN GAMMA-SPIROLACTONE	C34 H32 FE N4 O5
NMN	31	BETA-NICOTINAMIDE RIBOSE MONOPHOSPHATE	C11 H16 N2 O8 P 1
MO	31	MOLYBDENUM ATOM	MO
PE8	31	3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL	C16 H34 O9
EST	30	ESTRADIOL	C18 H24 O2
MAE	30	MALEIC ACID	C4 H4 O4
NME	30	METHYLAMINE	C H5 N
PC	30	PHOSPHOCHOLINE	C5 H15 N O4 P 1
MDO	30	{2-[(1S)-1-AMINOETHYL]-4-METHYLIDENE-5-OXO-4,5-DIHYDRO-1H-IMIDAZOL-1-YL}ACETIC ACID	C8 H11 N3 O3
CAP	30	2-CARBOXYARABINITOL-1,5-DIPHOSPHATE	C6 H14 O13 P2
TCL	30	TRICLOSAN	C12 H7 CL3 O2
LMR	30	(2S)-2-HYDROXYBUTANEDIOIC ACID	C4 H6 O5
DTD	30	DITHIANE DIOL	C4 H8 O2 S2
EPH	30	L-ALPHA-PHOSPHATIDYL-BETA-OLEOYL-GAMMA-PALMITOYL-PHOSPHATIDYLETHANOLAMINE	C39 H68 N O8 P
AHR	30	ALPHA-L-ARABINOFURANOSE	C5 H10 O5
PNS	30	4'-PHOSPHOPANTETHEINE	C11 H23 N2 O7 P S
CIR	30	CITRULLINE	C6 H13 N3 O3
MTN	30	S-[(1-OXYL-2,2,5,5-TETRAMETHYL-2,5-DIHYDRO-1H-PYRROL-3-YL)METHYL] METHANESULFONOTHIOATE	C10 H18 N O3 S2
OXM	29	OXAMIC ACID	C2 H3 N O3
DAS	29	D-ASPARTIC ACID	C4 H7 N O4
PC1	29	1,2-DIACYL-SN-GLYCERO-3-PHOSPHOCHOLINE	C44 H88 N O8 P
GCU	29	D-GLUCURONIC ACID	C6 H10 O7
CHT	29	CHOLINE ION	C5 H14 N O 1
2DA	29	2',3'-DIDEOXYADENOSINE-5'-MONOPHOSPHATE	C10 H14 N5 O5 P
NPO	29	P-NITROPHENOL	C6 H5 N O3
DGD	29	DIGALACTOSYL DIACYL GLYCEROL (DGDG)	C51 H96 O15
2NC	29	N-{(2S)-2-[(N-ACETYL-L-THREONYL-L-ISOLEUCYL)AMINO]HEXYL}-L-NORLEUCYL-L-GLUTAMINYL-N~5~-[AMINO(IMINIO)METHYL]-L-ORNITHINAMIDE	C35 H68 N11 O8 1
6OG	28	6-O-METHYL GUANOSINE-5'-MONOPHOSPHATE	C11 H16 N5 O7 P
3CO	28	COBALT (III) ION	CO 3
PQQ	28	PYRROLOQUINOLINE QUINONE	C14 H6 N2 O8
NIO	28	NICOTINIC ACID	C6 H5 N O2
STE	28	STEARIC ACID	C18 H36 O2
MHO	28	S-OXYMETHIONINE	C5 H11 N O3 S
2PG	28	2-PHOSPHOGLYCERIC ACID	C3 H7 O7 P
GDU	28	GALACTOSE-URIDINE-5'-DIPHOSPHATE	C15 H24 N2 O17 P2
2DT	28	3'-DEOXYTHYMIDINE-5'-MONOPHOSPHATE	C10 H15 N2 O7 P
SQD	28	1,2-DI-O-ACYL-3-O-[6-DEOXY-6-SULFO-ALPHA-D-GLUCOPYRANOSYL]-SN-GLYCEROL	C41 H78 O12 S
DCT	27	2',3'-DIDEOXYCYTIDINE 5'-TRIPHOSPHATE	C9 H16 N3 O12 P3
DTY	27	D-TYROSINE	C9 H11 N O3
G3P	27	SN-GLYCEROL-3-PHOSPHATE	C3 H9 O6 P
SLB	27	5-N-ACETYL-BETA-D-NEURAMINIC ACID	C11 H19 N O9
PHO	27	PHEOPHYTIN A	C55 H74 N4 O5
DXC	27	(3ALPHA,5BETA,12ALPHA)-3,12-DIHYDROXYCHOLAN-24-OIC ACID	C24 H40 O4
DHA	27	2-AMINO-ACRYLIC ACID	C3 H5 N O2
XYL	27	D-XYLITOL	C5 H12 O5
PE5	27	3,6,9,12,15,18,21,24-OCTAOXAHEXACOSAN-1-OL	C18 H38 O9
LMG	27	1,2-DISTEAROYL-MONOGALACTOSYL-DIGLYCERIDE	C45 H86 O10
0AF	27	7-HYDROXY-L-TRYPTOPHAN	C11 H12 N2 O3
DSG	27	D-ASPARAGINE	C4 H8 N2 O3
OMY	27	(BETAR)-3-CHLORO-BETA-HYDROXY-L-TYROSINE	C9 H10 CL N O4
DMF	26	DIMETHYLFORMAMIDE	C3 H7 N O
AZM	26	5-ACETAMIDO-1,3,4-THIADIAZOLE-2-SULFONAMIDE	C4 H6 N4 O3 S2
SME	26	METHIONINE SULFOXIDE	C5 H11 N O3 S
CP	26	PHOSPHORIC ACID MONO(FORMAMIDE)ESTER	C H4 N O5 P
COH	26	PROTOPORPHYRIN IX CONTAINING CO	C34 H32 CO N4 O4
DKA	26	DECANOIC ACID	C10 H20 O2
MOS	26	DIOXOTHIOMOLYBDENUM(VI) ION	H MO O2 S
HCA	26	3-HYDROXY-3-CARBOXY-ADIPIC ACID	C7 H10 O7
ADA	26	ALPHA-D-GALACTOPYRANURONIC ACID	C6 H10 O7
DTV	26	(2S,3S)-1,4-DIMERCAPTOBUTANE-2,3-DIOL	C4 H10 O2 S2
UMQ	26	UNDECYL-MALTOSIDE	C23 H44 O11
G39	26	(3R,4R,5S)-4-(ACETYLAMINO)-5-AMINO-3-(PENTAN-3-YLOXY)CYCLOHEX-1-ENE-1-CARBOXYLIC ACID	C14 H24 N2 O4
PTY	26	PHOSPHATIDYLETHANOLAMINE	C40 H80 N O8 P
MSU	26	SUCCINIC ACID MONOMETHYL ESTER	C5 H8 O4
DBB	26	D-ALPHA-AMINOBUTYRIC ACID	C4 H9 N O2
KPI	26	(2S)-2-AMINO-6-[(1-HYDROXY-1-OXO-PROPAN-2-YLIDENE)AMINO]HEXANOIC ACID	C9 H16 N2 O4
CR8	26	2-[1-AMINO-2-(1H-IMIDAZOL-5-YL)ETHYL]-1-(CARBOXYMETHYL)-4-[(4-OXOCYCLOHEXA-2,5-DIEN-1-YLIDENE)METHYL]-1H-IMIDAZOL-5-OLATE	C17 H16 N5 O4 -1
CAA	25	ACETOACETYL-COENZYME A	C25 H40 N7 O18 P3 S
SPH	25	SPHINGOSINE	C18 H37 N O2
RTL	25	RETINOL	C20 H30 O
DGN	25	D-GLUTAMINE	C5 H10 N2 O3
CCN	25	ACETONITRILE	C2 H3 N
6MA	25	N6-METHYL-DEOXY-ADENOSINE-5'-MONOPHOSPHATE	C11 H16 N5 O6 P
ASC	25	ASCORBIC ACID	C6 H8 O6
PLC	25	DIUNDECYL PHOSPHATIDYL CHOLINE	C32 H65 N O8 P 1
GYS	25	[(4Z)-2-(1-AMINO-2-HYDROXYETHYL)-4-(4-HYDROXYBENZYLIDENE)-5-OXO-4,5-DIHYDRO-1H-IMIDAZOL-1-YL]ACETIC ACID	C14 H15 N3 O5
S3P	25	SHIKIMATE-3-PHOSPHATE	C7 H11 O8 P
GPP	25	GERANYL DIPHOSPHATE	C10 H20 O7 P2
CF0	25	FLUOROMETHANE	C H3 F
B3E	25	(3S)-3-AMINOHEXANEDIOIC ACID	C6 H11 N O4
ROC	25	(2S)-N-[(2S,3R)-4-[(2S,3S,4AS,8AS)-3-(TERT-BUTYLCARBAMOYL)-3,4,4A,5,6,7,8,8A-OCTAHYDRO-1H-ISOQUINOLIN-2-YL]-3-HYDROXY-1-PHENYL-BUTAN-2-YL]-2-(QUINOLIN-2-YLCARBONYLAMINO)BUTANEDIAMIDE	C38 H50 N6 O5
2HP	24	DIHYDROGENPHOSPHATE ION	H2 O4 P -1
PUT	24	1,4-DIAMINOBUTANE	C4 H12 N2
LAC	24	LACTIC ACID	C3 H6 O3
BAM	24	BENZAMIDINE	C7 H9 N2 1
DHI	24	D-HISTIDINE	C6 H10 N3 O2 1
SPN	24	SPEROIDENONE	C41 H70 O2
COM	24	1-THIOETHANESULFONIC ACID	C2 H6 O3 S2
PPU	24	PUROMYCIN-5'-MONOPHOSPHATE	C22 H30 N7 O8 P
N	24	ANY 5'-MONOPHOSPHATE NUCLEOTIDE	C5 H11 O7 P
CLF	24	FE(8)-S(7) CLUSTER	FE8 S7
TZD	24	2-{3-[(4-AMINO-2-METHYLPYRIMIDIN-5-YL)METHYL]-4-METHYL-2-OXO-2,3-DIHYDRO-1,3-THIAZOL-5-YL}ETHYL TRIHYDROGEN DIPHOSPHATE	C12 H18 N4 O8 P2 S
PPI	23	PROPANOIC ACID	C3 H6 O2
INS	23	1,2,3,4,5,6-HEXAHYDROXY-CYCLOHEXANE	C6 H12 O6
PMS	23	PHENYLMETHANESULFONIC ACID	C7 H8 O3 S
HEX	23	HEXANE	C6 H14
G2F	23	2-DEOXY-2-FLUORO-ALPHA-D-GLUCOPYRANOSE	C6 H11 F O5
BCD	23	BETA-CYCLODEXTRIN	C42 H70 O35
UP6	23	6-AZA URIDINE 5'-MONOPHOSPHATE	C8 H12 N3 O9 P
D12	23	DODECANE	C12 H26
BES	23	2-(3-AMINO-2-HYDROXY-4-PHENYL-BUTYRYLAMINO)-4-METHYL-PENTANOIC ACID	C16 H24 N2 O4
CAF	23	S-DIMETHYLARSINOYL-CYSTEINE	C5 H12 AS N O3 S
LBT	23	ALPHA-LACTOSE	C12 H22 O11
GMP	23	GUANOSINE	C10 H13 N5 O5
DTH	23	D-THREONINE	C4 H9 N O3
UQ2	23	UBIQUINONE-2	C19 H26 O4
P4C	23	O-ACETALDEHYDYL-HEXAETHYLENE GLYCOL	C14 H28 O8
ASJ	23	(3S)-3-AMINO-4-HYDROXYBUTANOIC ACID	C4 H9 N O3
3TL	23	benzyl [(1S,4S,7S,8R,9R,10S,13S,16S)-7,10-dibenzyl-8,9-dihydroxy-1,16-dimethyl-4,13-bis(1-methylethyl)-2,5,12,15,18-pentaoxo-20-phenyl-19-oxa-3,6,11,14,17-pentaazaicos-1-yl]carbamate	C50 H64 N6 O10
FVA	23	N-FORMYL-L-VALINE	C6 H11 N O3
2YR	23	2'-DEOXY-N-(2-SULFANYLETHYL)CYTIDINE 5'-(DIHYDROGEN PHOSPHATE)	C11 H18 N3 O7 P S
OHX	23	osmium (III) hexammine	H12 N6 Os
PR	22	PRASEODYMIUM ION	PR 3
MOO	22	MOLYBDATE ION	MO O4 -2
DHE	22	HEME D	C34 H32 FE N4 O10
DFP	22	DIISOPROPYL PHOSPHONATE	C6 H15 O3 P
DHB	22	3,4-DIHYDROXYBENZOIC ACID	C7 H6 O4
UFP	22	5-FLUORO-2'-DEOXYURIDINE-5'-MONOPHOSPHATE	C9 H12 F N2 O8 P
SCY	22	S-ACETYL-CYSTEINE	C5 H9 N O3 S
DGA	22	DIACYL GLYCEROL	C39 H76 O5
L2P	22	2,3-DI-PHYTANYL-GLYCEROL	C43 H88 O3
TA1	22	TAXOL	C47 H51 N O14
BB2	22	ACTINONIN	C19 H35 N3 O5
PGR	22	R-1,2-PROPANEDIOL	C3 H8 O2
TG1	22	OCTANOIC ACID [3S-[3ALPHA, 3ABETA, 4ALPHA, 6BETA, 6ABETA, 7BETA, 8ALPHA(Z), 9BALPHA]]-6-(ACETYLOXY)-2,3,-3A,4,5,6,6A,7,8,9B-DECAHYDRO-3,3A-DIHYDROXY-3,6,9-TRIMETHYL-8-[(2-METHYL-1-OXO-2-BUTENYL)OXY]-2-OXO-4-(1-OXOBUTOXY)-AZULENO[4,5-B]FURAN-7-YL ESTER	C34 H50 O12
UMS	22	2'-METHYLSELENYL-2'-DEOXYURIDINE-5'-PHOSPHATE	C10 H15 N2 O8 P SE
S9L	22	2-[2-(2-HYDROXYETHOXY)ETHOXY]ETHYL DIHYDROGEN PHOSPHATE	C6 H15 O7 P
C2F	22	5-METHYL-5,6,7,8-TETRAHYDROFOLIC ACID	C20 H25 N7 O6
BPB	22	BACTERIOPHEOPHYTIN B	C55 H76 N4 O6
IMN	22	INDOMETHACIN	C19 H16 CL N O4
PX4	22	1,2-DIMYRISTOYL-SN-GLYCERO-3-PHOSPHOCHOLINE	C36 H73 N O8 P 1
BB9	22	(2Z)-2-AMINO-3-SULFANYLPROP-2-ENOIC ACID	C3 H5 N O2 S
2CV	22	HEGA-10	C18 H37 N O7
5AD	22	5'-DEOXYADENOSINE	C10 H13 N5 O3
STR	21	PROGESTERONE	C21 H30 O2
TES	21	TESTOSTERONE	C19 H28 O2
PGH	21	PHOSPHOGLYCOLOHYDROXAMIC ACID	C2 H6 N O6 P
I3P	21	D-MYO-INOSITOL-1,4,5-TRIPHOSPHATE	C6 H15 O15 P3
EMC	21	ETHYL MERCURY ION	C2 H5 HG 1
PHD	21	ASPARTYL PHOSPHATE	C4 H8 N O7 P
HBI	21	7,8-DIHYDROBIOPTERIN	C9 H13 N5 O3
CM5	21	5-CYCLOHEXYL-1-PENTYL-BETA-D-MALTOSIDE	C23 H42 O11
NEP	21	N1-PHOSPHONOHISTIDINE	C6 H10 N3 O5 P
SMA	21	STIGMATELLIN A	C30 H42 O7
PAM	21	PALMITOLEIC ACID	C16 H30 O2
NVP	21	11-CYCLOPROPYL-5,11-DIHYDRO-4-METHYL-6H-DIPYRIDO[3,2-B:2',3'-E][1,4]DIAZEPIN-6-ONE	C15 H14 N4 O
G3H	21	GLYCERALDEHYDE-3-PHOSPHATE	C3 H7 O6 P
ACM	21	ACETAMIDE	C2 H5 N O
POL	21	N-PROPANOL	C3 H8 O
KAN	21	KANAMYCIN A	C18 H36 N4 O11
TGL	21	TRISTEAROYLGLYCEROL	C57 H110 O6
PEK	21	(1S)-2-{[(2-AMINOETHOXY)(HYDROXY)PHOSPHORYL]OXY}-1-[(STEAROYLOXY)METHYL]ETHYL (5E,8E,11E,14E)-ICOSA-5,8,11,14-TETRAENOATE	C43 H78 N O8 P
PL9	21	2,3-DIMETHYL-5-(3,7,11,15,19,23,27,31,35-NONAMETHYL-2,6,10,14,18,22,26,30,34-HEXATRIACONTANONAENYL-2,5-CYCLOHEXADIENE-1,4-DIONE-2,3-DIMETHYL-5-SOLANESYL-1,4-BENZOQUINONE	C53 H80 O2
DOR	21	(4S)-2,6-DIOXOHEXAHYDROPYRIMIDINE-4-CARBOXYLIC ACID	C5 H6 N2 O4
ZST	21	3,4-DIHYDRO-4-OXO-3-((5-TRIFLUOROMETHYL-2-BENZOTHIAZOLYL)METHYL)-1-PHTHALAZINE ACETIC ACID	C19 H12 F3 N3 O3 S
API	20	2,6-DIAMINOPIMELIC ACID	C7 H14 N2 O4
ZMR	20	ZANAMIVIR	C12 H20 N4 O7
HAE	20	ACETOHYDROXAMIC ACID	C2 H5 N O2
ACB	20	3-METHYL-BETA-D-ASPARTIC ACID	C5 H9 N O4
1ZN	20	(2S,3S,4E,6E,8S,9S)-3-AMINO-9-METHOXY-2,6,8-TRIMETHYL-10-PHENYLDECA-4,6-DIENOIC ACID	C20 H29 N O3
FK5	20	8-DEETHYL-8-[BUT-3-ENYL]-ASCOMYCIN	C44 H69 N O12
CBS	20	DI(N-ACETYL-D-GLUCOSAMINE)	C16 H28 N2 O11
IYR	20	3-IODO-TYROSINE	C9 H10 I N O3
PG5	20	1-METHOXY-2-[2-(2-METHOXY-ETHOXY]-ETHANE	C8 H18 O4
GLV	20	GLYOXYLIC ACID	C2 H2 O3
AR7	20	AMINO{[(4S)-4-AMINO-5,5-DIHYDROXYPENTYL]AMINO}METHANIMINIUM	C6 H17 N4 O2 1
F09	20	NONAN-1-OL	C9 H20 O
GCS	20	D-GLUCOSAMINE	C6 H13 N O5
T44	20	3,5,3',5'-TETRAIODO-L-THYRONINE	C15 H11 I4 N O4
LMU	20	DODECYL-ALPHA-D-MALTOSIDE	C24 H46 O11
BET	20	TRIMETHYL GLYCINE	C5 H12 N O2 1
PHI	20	IODO-PHENYLALANINE	C9 H10 I N O2
BHG	20	2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	C12 H24 O6
3GP	20	GUANOSINE-3'-MONOPHOSPHATE	C10 H14 N5 O8 P
CTT	20	BETA-D-GLUCOPYRANOSYL-(1->4)-BETA-D-GLUCOPYRANOSYL-(1->4)-BETA-D-GLUCOPYRANOSYL-(1->4)-BETA-D-GLUCOPYRANOSE	C24 H42 O21
IPT	20	ISOPROPYL-1-BETA-D-THIOGALACTOSIDE	C9 H18 O5 S
NIY	20	META-NITRO-TYROSINE	C9 H10 N2 O5
PE3	20	3,6,9,12,15,18,21,24,27,30,33,36,39-TRIDECAOXAHENTETRACONTANE-1,41-DIOL	C28 H58 O15
D10	20	DECANE	C10 H22
5RP	20	RIBULOSE-5-PHOSPHATE	C5 H11 O8 P
MAA	20	N-METHYL-L-ALANINE	C4 H9 N O2
DBU	20	(2Z)-2-AMINOBUT-2-ENOIC ACID	C4 H7 N O2
BCB	20	BACTERIOCHLOROPHYLL B	C55 H72 MG N4 O6 2
PSC	20	(7R,17E,20E)-4-HYDROXY-N,N,N-TRIMETHYL-9-OXO-7-[(PALMITOYLOXY)METHYL]-3,5,8-TRIOXA-4-PHOSPHAHEXACOSA-17,20-DIEN-1-AMINIUM 4-OXIDE	C42 H81 N O8 P 1
2OP	20	(2S)-2-HYDROXYPROPANOIC ACID	C3 H6 O3
HTG	20	HEPTYL 1-THIOHEXOPYRANOSIDE	C13 H26 O5 S
MLU	20	N-METHYL-D-LEUCINE	C7 H15 N O2
OMZ	20	(BETAR)-3-CHLORO-BETA-HYDROXY-D-TYROSINE	C9 H10 CL N O4
HT	19	2'-(4-HYDROXYPHENYL)-5-(4-METHYL-1-PIPERAZINYL)-2,5'-BI-BENZIMIDAZOLE	C25 H24 N6 O
ETF	19	TRIFLUOROETHANOL	C2 H3 F3 O
SCH	19	S-METHYL-THIO-CYSTEINE	C4 H9 N O2 S2
C2O	19	CU-O-CU LINKAGE	CU2 O
SNN	19	L-3-AMINOSUCCINIMIDE	C4 H6 N2 O2
PCG	19	CYCLIC GUANOSINE MONOPHOSPHATE	C10 H12 N5 O7 P
PRF	19	7-DEAZA-7-AMINOMETHYL-GUANINE	C7 H9 N5 O
THJ	19	THIOSULFATE	O3 S2 -2
CCS	19	CARBOXYMETHYLATED CYSTEINE	C5 H9 N O4 S
BG6	19	BETA-D-GLUCOSE-6-PHOSPHATE	C6 H13 O9 P
SGC	19	4-DEOXY-4-THIO-BETA-D-GLUCOPYRANOSE	C6 H12 O5 S
FDP	19	FRUCTOSE-2,6-DIPHOSPHATE	C6 H14 O12 P2
AAB	19	2-DEOXY-5-PHOSPHORIBOSE GROUP	C5 H11 O7 P
RIB	19	RIBOSE	C5 H10 O5
NCD	19	N-CARBAMOYL-L-ASPARTATE	C5 H8 N2 O5
144	19	TRIS-HYDROXYMETHYL-METHYL-AMMONIUM	C4 H12 N O3 1
CH	19	N3-PROTONATED CYTIDINE-5'-MONOPHOSPHATE	C9 H15 N3 O8 P 1
ABU	19	GAMMA-AMINO-BUTANOIC ACID	C4 H9 N O2
XCP	19	(1S,2S)-2-AMINOCYCLOPENTANECARBOXYLIC ACID	C6 H11 N O2
IFM	19	5-HYDROXYMETHYL-3,4-DIHYDROXYPIPERIDINE	C6 H13 N O3
ETX	19	2-ETHOXYETHANOL	C4 H10 O2
AR6	19	[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE	C15 H23 N5 O14 P2
CM0	19	5-(CARBOXYMETHOXY) URIDINE-5'-MONOPHOSPHATE	C11 H15 N2 O12 P
MK8	19	2-METHYL-L-NORLEUCINE	C7 H15 N O2
IT1	19	(2S)-2-AMINO-6-[[3-HYDROXY-2-METHYL-5-(PHOSPHONOOXYMETHYL)PYRIDIN-4-YL]METHYLIDENEAMINO]HEXANOIC ACID	C14 H22 N3 O7 P
A8S	19	(2Z,4E)-5-[(1S)-1-HYDROXY-2,6,6-TRIMETHYL-4-OXOCYCLOHEX-2-EN-1-YL]-3-METHYLPENTA-2,4-DIENOIC ACID	C15 H20 O4
PHL	19	L-PHENYLALANINOL	C9 H13 N O
0KX	19	2'-DEOXY-5'-O-[(R)-HYDROXY{[(R)-HYDROXY(PHOSPHONOOXY)PHOSPHORYL]AMINO}PHOSPHORYL]CYTIDINE	C9 H17 N4 O12 P3
OMT	18	S-DIOXYMETHIONINE	C5 H11 N O4 S
PAL	18	N-(PHOSPHONACETYL)-L-ASPARTIC ACID	C6 H10 N O8 P
4IP	18	INOSITOL-(1,3,4,5)-TETRAKISPHOSPHATE	C6 H16 O18 P4
SNC	18	S-NITROSO-CYSTEINE	C3 H6 N2 O3 S
SEB	18	O-BENZYLSULFONYL-SERINE	C10 H13 N O5 S
CLM	18	CHLORAMPHENICOL	C11 H12 CL2 N2 O5
TOP	18	TRIMETHOPRIM	C14 H18 N4 O3
NOJ	18	1-DEOXYNOJIRIMYCIN	C6 H13 N O4
DEP	18	DIETHYL PHOSPHONATE	C4 H11 O3 P
QUE	18	3,5,7,3',4'-PENTAHYDROXYFLAVONE	C15 H10 O7
ASD	18	4-ANDROSTENE-3-17-DIONE	C19 H26 O2
SRY	18	STREPTOMYCIN	C21 H39 N7 O12
TFA	18	TRIFLUOROACETIC ACID	C2 H F3 O2
ADX	18	ADENOSINE-5'-PHOSPHOSULFATE	C10 H14 N5 O10 P S
NLG	18	N-ACETYL-L-GLUTAMATE	C7 H11 N O5
478	18	{3-[(4-AMINO-BENZENESULFONYL)-ISOBUTYL-AMINO]-1-BENZYL-2-HYDROXY-PROPYL}-CARBAMIC ACID TETRAHYDRO-FURAN-3-YL ESTER	C25 H35 N3 O6 S
MN3	18	MANGANESE (III) ION	MN 3
MQ7	18	MENAQUINONE-7	C46 H64 O2
XMP	18	XANTHOSINE-5'-MONOPHOSPHATE	C10 H14 N4 O9 P 1
NS5	18	15-CIS-1,2-DIHYDRONEUROSPORENE	C40 H60
S6P	18	D-SORBITOL-6-PHOSPHATE	C6 H15 O9 P
2PR	18	2-AMINO-9-[2-DEOXYRIBOFURANOSYL]-9H-PURINE-5'-MONOPHOSPHATE	C10 H14 N5 O6 P
MLR	18	MALTOTRIOSE	C18 H32 O16
